City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,arno,60.1167,18.6333,-1.79,84,100,5.65,SE,1702331842
333,susuman,62.7833,148.1667,-21.68,96,100,2.24,RU,1702331737
334,aral,40.5156,81.2636,-2.06,51,77,1.97,CN,1702331781
335,christchurch,-43.5333,172.6333,11.29,81,100,9.26,NZ,1702331734
336,januaria,-15.4833,-44.3667,30.2,28,57,2.05,BR,1702331843
337,galle,6.0367,80.217,25.14,88,87,0.33,LK,1702331843
338,coahuayana de hidalgo,18.7,-103.6583,31.16,49,64,2.16,MX,1702331844
339,canavieiras,-15.675,-38.9472,25.65,80,73,3.81,BR,1702331844
340,happy valley-goose bay,53.3168,-60.3315,-0.83,86,100,4.12,CA,1702331697
341,port-cartier,50.0334,-66.8654,0.12,92,100,6.36,CA,1702331845
342,turaif,31.6725,38.6637,14.14,72,75,6.17,SA,1702331845
343,banff,51.1762,-115.5698,-3.43,74,98,3.6,CA,1702331846
344,st. john's,47.5649,-52.7093,12.66,95,75,8.75,CA,1702331771
345,sechura,-5.5569,-80.8222,25.85,61,14,7.5,PE,1702331718
346,saint-francois,46.4154,3.9054,12.03,95,100,2.06,FR,1702331846
347,nar'yan-mar,67.6713,53.087,-14.39,91,100,8.4,RU,1702331847
348,mulayjah,27.271,48.4242,19.09,35,67,0.56,SA,1702331847
349,talcahuano,-36.7167,-73.1167,16.82,63,40,5.66,CL,1702331716
350,huarmey,-10.0681,-78.1522,22.18,77,8,4.49,PE,1702331848
351,tupiza,-21.45,-65.7167,21.26,50,96,8.98,BO,1702331787
352,nampula,-15.1165,39.2666,25.97,78,0,4.63,MZ,1702331849
353,posse,-14.0931,-46.3694,25.96,52,90,0.28,BR,1702331849
354,blythe,33.6103,-114.5964,18.25,11,0,0.0,US,1702331849
355,douentza,14.9951,-2.9517,22.88,16,0,2.57,ML,1702331850
356,danilovgrad,42.5538,19.1461,8.05,78,100,1.35,ME,1702331850
357,butembo,0.15,29.2833,14.42,96,66,1.02,CD,1702331850
358,rio grande,-32.035,-52.0986,25.06,85,8,6.74,BR,1702331752
359,tolanaro,-25.0319,46.9987,26.04,94,20,6.17,MG,1702331717
